fasId,fasFacility_ID,fasService_ID
3483,12225,5
3484,12225,12
3485,12225,4
3486,12226,5
3487,12226,12
3488,12226,4
3489,12227,5
3490,12227,12
3491,12227,4
3492,12228,5
3493,12228,12
3494,12229,5
3495,12229,4
3496,12230,13
3497,12230,5
3498,12230,12
3499,12230,17
3500,12230,4
3501,12231,5
3502,12231,12
3503,12231,4
3504,12232,5
3505,12232,4
3506,12233,5
3507,12233,12
3508,12233,4
3509,12234,5
3510,12234,4
3511,12235,13
3512,12235,12
3513,12235,4
3514,12236,13
3515,12236,5
3516,12236,12
3517,12236,17
3518,12236,4
3519,12237,5
3520,12237,12
3521,12237,4
3522,12238,5
3523,12238,4
3524,12239,5
3525,12239,12
3526,12239,4
3527,12240,5
3528,12240,12
3529,12241,5
3530,12241,4
3531,12242,5
3532,12242,12
3533,12242,17
3534,12242,4
3535,12243,5
3536,12243,12
3537,12243,17
3538,12243,4
3539,12244,5
3540,12244,12
3541,12244,4
3542,12246,5
3543,12246,12
3544,12246,4
3545,12247,5
3546,12247,4
3547,12248,4
3548,12249,5
3549,12249,4
3550,12251,5
3551,12251,4
3552,12252,5
3553,12252,4
3554,12253,5
3555,12253,4
3556,12255,13
3557,12255,5
3558,12255,4
3559,12256,5
3560,12256,12
3561,12256,4
3562,12257,13
3563,12257,5
3564,12257,4
3565,12258,5
3566,12258,12
3567,12258,4
3568,12259,4
3569,12261,5
3570,12261,4
3571,12262,5
3572,12262,4
3573,12263,5
3574,12263,4
3575,12264,5
3576,12264,12
3577,12264,4
3578,12266,5
3579,12266,12
3580,12266,4
3581,12267,5
3582,12267,4
3583,12268,5
3584,12268,12
3585,12268,4
3586,12269,4
3587,12270,5
3588,12270,12
3589,12270,4
3590,12271,5
3591,12271,12
3592,12271,4
3593,12272,5
3594,12272,12
3595,12272,17
3596,12272,4
3597,12273,5
3598,12273,12
3599,12273,4
3600,12274,13
3601,12274,5
3602,12274,12
3603,12274,4
3604,12275,5
3605,12276,5
3606,12276,12
3607,12276,4
3608,12277,5
3609,12278,5
3610,12278,12
3611,12279,13
3612,12279,5
3613,12279,12
3614,12279,4
3615,12280,5
3616,12280,4
3617,12282,5
3618,12282,12
3619,12282,4
3620,12283,5
3621,12283,4
3622,12284,5
3623,12284,4
3624,12286,5
3625,12286,12
3626,12286,4
3627,12287,13
3628,12287,5
3629,12287,12
3630,12287,17
3631,12287,4
3632,12288,13
3633,12288,5
3634,12288,12
3635,12288,4
3636,12289,5
3637,12289,12
3638,12289,4
3639,12290,5
3640,12290,4
3641,12291,13
3642,12291,5
3643,12291,12
3644,12291,17
3645,12291,4
3646,12292,5
3647,12292,12
3648,12292,4
3649,12293,5
3650,12293,4
3651,12294,5
3652,12294,12
3653,12294,17
3654,12294,4
3655,12295,5
3656,12295,12
3657,12295,4
3658,12296,5
3659,12296,4
3660,12297,5
3661,12298,13
3662,12298,5
3663,12298,12
3664,12298,4
3665,12299,5
3666,12300,5
3667,12300,12
3668,12300,4
3669,12301,5
3670,12301,12
3671,12301,4
3672,12302,5
3673,12302,12
3674,12302,17
3675,12302,4
3676,12303,13
3677,12303,12
3678,12303,17
3679,12303,4
3680,12304,5
3681,12304,12
3682,12304,17
3683,12304,4
3684,12305,5
3685,12305,12
3686,12305,4
3687,12306,13
3688,12306,12
3689,12306,17
3690,12306,4
3691,12307,5
3692,12307,12
3693,12307,4
3694,12308,13
3695,12308,5
3696,12308,4
3697,12309,5
3698,12309,12
3699,12309,4
3700,12312,5
3701,12312,4
3702,12313,13
3703,12313,5
3704,12313,12
3705,12313,17
3706,12313,4
3707,12314,13
3708,12314,5
3709,12314,12
3710,12314,17
3711,12314,4
3712,12315,5
3713,12315,12
3714,12316,5
3715,12316,12
3716,12316,17
3717,12316,4
3718,12317,5
3719,12317,4
3720,12318,5
3721,12318,12
3722,12318,4
3723,12319,5
3724,12319,12
3725,12319,4
3726,12320,5
3727,12321,5
3728,12321,4
3729,12322,5
3730,12322,12
3731,12322,4
3732,12323,5
3733,12323,12
3734,12323,17
3735,12323,4
3736,12325,5
3737,12325,12
3738,12325,4
3739,12326,5
3740,12326,12
3741,12326,4
3742,12327,5
3743,12327,12
3744,12327,4
3745,12328,5
3746,12328,4
3747,12330,5
3748,12330,12
3749,12330,4
3750,12331,5
3751,12331,12
3752,12331,4
3753,12332,5
3754,12332,4
3755,12333,5
3756,12333,12
3757,12333,4
3758,12334,12
3759,12335,5
3760,12335,12
3761,12336,5
3762,12336,12
3763,12337,5
3764,12337,4
3765,12338,5
3766,12339,5
3767,12339,12
3768,12339,4
3769,12340,5
3770,12340,4
3771,12341,13
3772,12341,5
3773,12341,12
3774,12341,17
3775,12341,4
3776,12342,5
3777,12342,4
3778,12343,5
3779,12343,12
3780,12343,4
3781,12344,5
3782,12344,4
3783,12345,5
3784,12345,12
3785,12345,4
3786,12346,5
3787,12346,4
3788,12347,5
3789,12347,12
3790,12347,4
3791,12348,5
3792,12349,5
3793,12349,12
3794,12349,4
3795,12351,4
3796,12352,5
3797,12352,4
3798,12353,5
3799,12353,12
3800,12353,4
3801,12354,5
3802,12354,12
3803,12355,5
3804,12355,12
3805,12355,4
3806,12356,5
3807,12356,4
3808,12357,5
3809,12357,12
3810,12357,4
3811,12359,5
3812,12359,12
3813,12359,4
3814,12360,5
3815,12360,12
3816,12360,4
3817,12361,5
3818,12361,4
3819,12362,5
3820,12362,12
3821,12362,4
3822,12364,5
3823,12364,12
3824,12364,4
3825,12365,13
3826,12365,5
3827,12365,12
3828,12365,17
3829,12365,4
3830,12366,13
3831,12366,5
3832,12366,12
3833,12366,4
3834,12368,5
3835,12368,4
3836,12369,5
3837,12369,4
3838,12370,5
3839,12370,4
3840,12371,12
3841,12371,4
3842,12372,5
3843,12372,4
3844,12373,5
3845,12373,12
3846,12373,4
3847,12374,5
3848,12374,4
3849,12375,5
3850,12375,12
3851,12375,4
3852,12376,5
3853,12376,4
3854,12377,5
3855,12377,12
3856,12377,4
3857,12378,5
3858,12378,4
3859,12379,5
3860,12379,4
3861,12381,5
3862,12381,4
3863,12383,5
3864,12383,12
3865,12383,17
3866,12383,4
3867,12384,5
3868,12384,12
3869,12384,4
3870,12385,12
3871,12385,4
3872,12387,5
3873,12387,4
3874,12388,5
3875,12388,4
3876,12389,5
3877,12389,12
3878,12389,4
3879,12390,5
3880,12390,12
3881,12391,5
3882,12391,12
3883,12393,5
3884,12393,4
3885,12394,5
3886,12394,4
3887,12395,5
3888,12395,4
3889,12396,5
3890,12396,4
3891,12397,5
3892,12397,12
3893,12397,4
3894,12398,5
3895,12398,12
3896,12398,4
3897,12399,5
3898,12399,4
3899,12400,5
3900,12400,4
3901,12402,5
3902,12402,12
3903,12402,4
3904,12403,5
3905,12403,4
3906,12404,5
3907,12404,12
3908,12404,4
3909,12405,5
3910,12406,5
3911,12406,4
3912,12407,4
3913,12409,5
3914,12409,4
3915,12410,5
3916,12410,4
3917,12411,5
3918,12411,4
3919,12412,5
3920,12412,12
3921,12412,4
3922,12413,13
3923,12413,5
3924,12413,12
3925,12413,17
3926,12413,4
3927,12414,5
3928,12414,12
3929,12414,4
3930,12416,5
3931,12416,4
3932,12417,5
3933,12417,12
3934,12417,4
3935,12418,5
3936,12418,12
3937,12418,4
3938,12419,5
3939,12420,13
3940,12420,5
3941,12420,12
3942,12420,17
3943,12420,4
3944,12421,5
3945,12421,12
3946,12421,4
3947,12422,5
3948,12422,12
3949,12423,5
3950,12423,12
3951,12425,5
3952,12426,5
3953,12426,12
3954,12426,4
3955,12427,5
3956,12427,12
3957,12427,17
3958,12427,4
3959,12428,5
3960,12429,5
3961,12431,12
3962,12431,4
3963,12432,5
3964,12432,12
3965,12433,13
3966,12433,12
3967,12433,17
3968,12433,4
3969,12434,5
3970,12434,4
3971,12435,5
3972,12435,12
3973,12435,4
3974,12436,5
3975,12436,12
3976,12436,4
3977,12437,12
3978,12437,4
3979,12438,13
3980,12438,5
3981,12438,17
3982,12438,4
3983,12439,5
3984,12439,12
3985,12439,17
3986,12439,4
3987,12440,5
3988,12440,17
3989,12441,5
3990,12441,12
3991,12441,4
3992,12442,5
3993,12442,12
3994,12442,4
3995,12443,5
3996,12444,4
3997,12445,13
3998,12445,5
3999,12445,12
4000,12445,17
4001,12445,4
4002,12446,12
4003,12446,4
4004,12448,5
4005,12448,12
4006,12448,4
4007,12449,5
4008,12449,4
4009,12450,5
4010,12450,17
4011,12450,4
4012,12451,5
4013,12451,4
4014,12453,5
4015,12453,12
4016,12453,4
4017,12454,5
4018,12454,12
4019,12454,4
4020,12455,13
4021,12455,5
4022,12455,12
4023,12455,17
4024,12455,4
4025,12457,13
4026,12457,5
4027,12457,12
4028,12457,17
4029,12457,4
4030,12458,5
4031,12458,4
4032,12459,5
4033,12459,4
4034,12460,5
4035,12461,5
4036,12461,12
4037,12461,4
4038,12462,5
4039,12462,12
4040,12462,4
4041,12463,5
4042,12463,4
4043,12465,5
4044,12465,12
4045,12465,4
4046,12466,5
4047,12466,12
4048,12466,4
4049,12467,13
4050,12467,5
4051,12468,5
4052,12468,12
4053,12468,4
4054,12469,5
4055,12469,12
4056,12469,4
4057,12470,5
4058,12470,12
4059,12470,4
4060,12471,5
4061,12471,12
4062,12471,4
4063,12472,13
4064,12472,5
4065,12472,12
4066,12472,17
4067,12472,4
4068,12473,5
4069,12474,5
4070,12474,4
4071,12475,13
4072,12475,5
4073,12475,12
4074,12475,4
4075,12476,13
4076,12476,5
4077,12476,12
4078,12476,4
4079,12477,5
4080,12477,12
4081,12477,4
4082,12478,13
4083,12478,5
4084,12478,4
4085,12479,5
4086,12479,12
4087,12479,17
4088,12479,4
4089,12480,5
4090,12480,12
4091,12480,17
4092,12480,4
4093,12481,12
4094,12481,4
4095,12483,13
4096,12483,5
4097,12483,12
4098,12483,4
4099,12485,13
4100,12485,5
4101,12485,17
4102,12485,4
4103,12486,5
4104,12486,12
4105,12486,4
4106,12487,17
4107,12488,13
4108,12488,5
4109,12488,12
4110,12488,17
4111,12488,4
4112,12489,12
4113,12489,4
4114,12490,17
4115,12491,5
4116,12491,17
4117,12491,4
4118,12492,13
4119,12492,5
4120,12492,12
4121,12492,17
4122,12492,4
4123,12493,5
4124,12493,12
4125,12493,17
4126,12493,4
4127,12494,5
4128,12494,4
4129,12495,5
4130,12495,12
4131,12495,4
4132,12496,5
4133,12496,12
4134,12496,4
4135,12498,5
4136,12498,12
4137,12498,4
4138,12499,13
4139,12499,5
4140,12499,4
4141,12500,5
4142,12500,12
4143,12500,17
4144,12501,5
4145,12501,12
4146,12501,4
4147,12503,5
4148,12503,12
4149,12503,4
4150,12504,12
4151,12505,5
4152,12505,12
4153,12505,4
4154,12506,5
4155,12506,12
4156,12506,4
4157,12507,5
4158,12507,4
4159,12508,13
4160,12508,5
4161,12508,12
4162,12508,17
4163,12508,4
4164,12509,5
4165,12510,5
4166,12511,5
4167,12511,4
4168,12512,13
4169,12512,5
4170,12512,4
4171,12513,5
4172,12513,12
4173,12513,4
4174,12514,13
4175,12514,5
4176,12514,12
4177,12514,17
4178,12514,4
4179,12515,5
4180,12516,13
4181,12516,5
4182,12516,12
4183,12516,17
4184,12516,4
4185,12517,12
4186,12519,5
4187,12519,12
4188,12519,4
4189,12520,5
4190,12520,4
4191,12521,13
4192,12521,5
4193,12521,4
4194,12522,12
4195,12523,13
4196,12523,5
4197,12523,12
4198,12523,4
4199,12524,12
4200,12524,17
4201,12525,5
4202,12525,12
4203,12525,17
4204,12526,13
4205,12526,5
4206,12526,17
4207,12526,4
4208,12527,5
4209,12527,12
4210,12527,17
4211,12527,4
4212,12528,5
4213,12530,13
4214,12530,5
4215,12530,4
4216,12531,5
4217,12531,12
4218,12531,17
4219,12531,4
4220,12534,5
4221,12534,12
4222,12534,4
4223,12535,5
4224,12535,4
4225,12536,5
4226,12536,12
4227,12537,5
4228,12537,12
4229,12537,4
4230,12538,5
4231,12538,12
4232,12538,4
4233,12539,5
4234,12539,12
4235,12539,17
4236,12539,4
4237,12540,5
4238,12540,12
4239,12540,4
4240,12541,5
4241,12543,12
4242,12543,4
4243,12544,13
4244,12544,5
4245,12544,12
4246,12544,17
4247,12544,4
4248,12545,5
4249,12545,12
4250,12545,4
4251,12546,13
4252,12546,5
4253,12546,12
4254,12546,4
4255,12547,13
4256,12547,5
4257,12547,12
4258,12547,17
4259,12547,4
4260,12548,5
4261,12548,4
4262,12549,5
4263,12549,12
4264,12549,4
4265,12550,5
4266,12550,4
4267,12552,5
4268,12553,5
4269,12553,12
4270,12553,4
4271,12556,5
4272,12556,12
4273,12556,4
4274,12557,4
4275,12558,13
4276,12558,5
4277,12558,17
4278,12558,4
4279,12559,5
4280,12559,4
4281,12560,12
4282,12560,17
4283,12560,4
4284,12561,5
4285,12561,12
4286,12561,17
4287,12561,4
4288,12562,5
4289,12562,12
4290,12562,4
4291,12563,5
4292,12563,4
4293,12564,5
4294,12564,12
4295,12564,4
4296,12565,5
4297,12565,12
4298,12565,17
4299,12565,4
4300,12566,5
4301,12567,5
4302,12567,12
4303,12567,17
4304,12568,5
4305,12570,5
4306,12570,12
4307,12570,4
4308,12571,5
4309,12571,12
4310,12571,4
4311,12572,5
4312,12572,12
4313,12572,4
4314,12573,5
4315,12573,12
4316,12573,4
4317,12574,5
4318,12574,12
4319,12575,5
4320,12575,12
4321,12575,17
4322,12575,4
4323,12576,5
4324,12576,12
4325,12576,17
4326,12578,5
4327,12578,12
4328,12578,4
4329,12579,5
4330,12579,4
4331,12581,5
4332,12581,12
4333,12582,5
4334,12582,12
4335,12582,4
4336,12583,5
4337,12583,4
4338,12584,5
4339,12584,4
4340,12585,5
4341,12585,4
4342,12586,5
4343,12586,4
4344,12587,13
4345,12587,5
4346,12587,12
4347,12587,17
4348,12587,4
4349,12588,5
4350,12589,13
4351,12589,5
4352,12589,12
4353,12589,17
4354,12589,4
4355,12590,5
4356,12590,12
4357,12590,4
4358,12591,5
4359,12591,12
4360,12591,17
4361,12592,5
4362,12592,12
4363,12592,4
4364,12593,13
4365,12593,5
4366,12593,12
4367,12593,4
4368,12594,5
4369,12594,12
4370,12594,4
4371,12595,5
4372,12595,4
4373,12596,13
4374,12596,5
4375,12596,4
4376,12597,5
4377,12597,4
4378,12598,5
4379,12598,12
4380,12600,5
4381,12600,4
4382,12601,13
4383,12601,5
4384,12601,12
4385,12601,17
4386,12601,4
4387,12602,5
4388,12602,4
4389,12603,5
4390,12603,4
4391,12604,13
4392,12604,12
4393,12604,17
4394,12604,4
4395,12605,5
4396,12605,12
4397,12605,4
4398,12606,5
4399,12606,12
4400,12606,4
4401,12607,5
4402,12607,4
4403,12610,13
4404,12610,5
4405,12610,4
4406,12611,5
4407,12611,12
4408,12611,4
4409,12612,5
4410,12612,4
4411,12613,5
4412,12613,12
4413,12613,4
4414,12614,5
4415,12614,12
4416,12614,4
4417,12615,5
4418,12615,4
4419,12616,5
4420,12616,4
4421,12617,5
4422,12617,12
4423,12617,4
4424,12618,13
4425,12618,5
4426,12618,12
4427,12618,17
4428,12618,4
4429,12619,5
4430,12619,12
4431,12619,4
4432,12621,5
4433,12621,12
4434,12621,4
4435,12622,13
4436,12622,5
4437,12622,4
4438,12623,5
4439,12623,4
4440,12624,5
4441,12624,12
4442,12625,5
4443,12625,12
4444,12626,13
4445,12626,5
4446,12626,12
4447,12626,17
4448,12626,4
4449,12627,5
4450,12627,12
4451,12627,4
4452,12628,5
4453,12628,4
4454,12629,5
4455,12630,5
4456,12631,5
4457,12631,12
4458,12633,5
4459,12633,4
4460,12634,5
4461,12634,12
4462,12634,4
4463,12635,5
4464,12635,12
4465,12635,4
4466,12636,5
4467,12636,4
4468,12637,5
4469,12637,12
4470,12637,4
4471,12638,5
4472,12640,5
4473,12640,12
4474,12641,5
4475,12641,17
4476,12641,4
4477,12642,13
4478,12642,5
4479,12642,12
4480,12642,4
4481,12643,5
4482,12643,12
4483,12643,17
4484,12643,4
4485,12644,5
4486,12644,4
4487,12645,5
4488,12645,12
4489,12645,4
4490,12646,5
4491,12647,5
4492,12647,12
4493,12647,4
4494,12648,5
4495,12648,4
4496,12649,5
4497,12649,4
4498,12650,5
4499,12650,12
4500,12650,4
4501,12651,5
4502,12651,12
4503,12651,4
4504,12652,5
4505,12652,4
4506,12653,5
4507,12653,4
4508,12654,5
4509,12654,12
4510,12654,17
4511,12654,4
4512,12655,5
4513,12655,12
4514,12655,4
4515,12656,5
4516,12656,12
4517,12656,4
4518,12657,13
4519,12657,5
4520,12657,4
4521,12658,5
4522,12658,12
4523,12658,4
4524,12660,5
4525,12660,12
4526,12660,4
4527,12661,5
4528,12661,12
4529,12661,17
4530,12661,4
4531,12662,5
4532,12662,12
4533,12662,17
4534,12662,4
4535,12663,5
4536,12663,12
4537,12663,4
4538,12664,4
4539,12665,5
4540,12665,4
4541,12666,5
4542,12666,4
4543,12667,5
4544,12667,4
4545,12668,12
4546,12668,17
4547,12668,4
4548,12670,5
4549,12670,4
4550,12672,5
4551,12672,12
4552,12672,17
4553,12672,4
4554,12673,5
4555,12673,12
4556,12673,4
4557,12674,4
4558,12675,5
4559,12675,12
4560,12675,4
4561,12676,5
4562,12676,12
4563,12676,4
4564,12677,5
4565,12677,4
4566,12678,5
4567,12678,12
4568,12678,4
4569,12679,5
4570,12679,4
4571,12680,5
4572,12680,12
4573,12680,4
4574,12681,13
4575,12681,5
4576,12681,12
4577,12681,4
4578,12682,5
4579,12682,12
4580,12682,4
4581,12683,5
4582,12683,12
4583,12684,13
4584,12684,5
4585,12684,12
4586,12684,17
4587,12684,4
4588,12685,5
4589,12685,12
4590,12685,17
4591,12685,4
4592,12686,5
4593,12686,12
4594,12686,4
4595,12687,5
4596,12687,4
4597,12689,5
4598,12689,12
4599,12689,4
4600,12690,5
4601,12690,12
4602,12690,4
4603,12691,5
4604,12691,12
4605,12691,4
4606,12692,5
4607,12692,12
4608,12692,4
4609,12693,5
4610,12693,12
4611,12693,4
4612,12695,5
4613,12696,12
4614,12696,4
4615,12697,5
4616,12697,12
4617,12697,4
4618,12698,5
4619,12698,12
4620,12698,4
4621,12700,5
4622,12700,4
4623,12701,5
4624,12701,12
4625,12701,4
4626,12708,5
4627,12708,12
4628,12708,4
4629,12709,5
4630,12709,12
4631,12709,4
4632,12710,5
4633,12711,5
4634,12711,12
4635,12711,4
4636,12712,5
4637,12712,12
4638,12712,4
4639,12714,5
4640,12714,12
4641,12714,4
4642,12715,5
4643,12715,12
4644,12715,4
4645,12716,12
4646,12716,4
4647,12717,13
4648,12717,5
4649,12717,12
4650,12717,4
4651,12718,5
4652,12718,12
4653,12718,4
4654,12719,13
4655,12719,5
4656,12719,12
4657,12719,17
4658,12719,4
4659,12720,5
4660,12720,12
4661,12720,4
4662,12721,5
4663,12722,5
4664,12722,12
4665,12722,4
4666,12723,5
4667,12723,12
4668,12723,4
4669,12724,5
4670,12725,4
4671,12726,5
4672,12726,4
4673,12727,5
4674,12727,12
4675,12727,4
4676,12729,5
4677,12729,12
4678,12729,4
4679,12730,5
4680,12730,12
4681,12730,17
4682,12730,4
4683,12731,5
4684,12733,5
4685,12734,12
4686,12736,5
4687,12736,12
4688,12737,12
4689,12737,4
4690,12739,13
4691,12739,12
4692,12739,17
4693,12739,4
4694,12740,5
4695,12740,12
4696,12740,4
4697,12741,5
4698,12741,12
4699,12741,4
4700,12742,5
4701,12743,17
4702,12743,4
4703,12744,4
4704,12745,17
4705,12745,4
4706,12746,5
4707,12746,4
4708,12748,12
4709,12749,5
4710,12749,4
4711,12750,5
4712,12750,4
4713,12751,12
4714,12751,4
4715,12752,12
4716,12752,4
4717,12754,5
4718,12754,12
4719,12754,4
4720,12756,5
4721,12756,12
4722,12756,4
4723,12757,12
4724,12757,4
4725,12758,13
4726,12758,5
4727,12758,12
4728,12758,17
4729,12758,4
4730,12759,12
4731,12759,17
4732,12759,4
4733,12761,5
4734,12761,4
4735,12762,12
4736,12763,5
4737,12764,5
4738,12768,13
4739,12768,5
4740,12768,12
4741,12768,17
4742,12768,4
4743,12769,13
4744,12769,12
4745,12769,17
4746,12769,4
4747,12770,5
4748,12770,12
4749,12770,4
4750,12771,5
4751,12771,12
4752,12772,5
4753,12772,12
4754,12772,4
4755,12773,5
4756,12773,4
4757,12774,12
4758,12774,4
4759,12775,12
4760,12775,4
4761,12777,13
4762,12777,5
4763,12777,12
4764,12777,17
4765,12777,4
4766,12779,5
4767,12779,4
4768,12781,5
4769,12782,5
4770,12782,12
4771,12782,4
4772,12787,13
4773,12787,5
4774,12787,12
4775,12787,17
4776,12787,4
4777,12788,5
4778,12788,4
4779,12789,13
4780,12789,5
4781,12789,12
4782,12789,17
4783,12789,4
4784,12790,5
4785,12790,12
4786,12790,4
4787,12791,5
4788,12791,12
4789,12791,4
4790,12792,5
4791,12792,12
4792,12792,4
4793,12793,12
4794,12793,4
4795,12794,5
4796,12794,12
4797,12794,17
4798,12794,4
4799,12795,13
4800,12795,5
4801,12795,12
4802,12795,17
4803,12795,4
4804,12796,5
4805,12796,12
4806,12796,4
4807,12797,5
4808,12797,12
4809,12797,4
4810,12798,5
4811,12798,12
4812,12798,4
4813,12799,13
4814,12799,12
4815,12799,17
4816,12800,5
4817,12800,12
4818,12800,17
4819,12801,4
4820,12802,13
4821,12802,5
4822,12802,12
4823,12802,4
4824,12803,5
4825,12803,4
4826,12804,5
4827,12805,13
4828,12805,5
4829,12805,12
4830,12805,17
4831,12805,4
4832,12806,5
4833,12806,4
4834,12807,5
4835,12807,12
4836,12807,4
4837,12808,5
4838,12808,4
4839,12811,5
4840,12811,4
4841,12812,5
4842,12812,4
4843,12813,5
4844,12813,12
4845,12813,4
4846,12814,5
4847,12814,12
4848,12814,4
4849,12815,5
4850,12815,12
4851,12815,4
4852,12816,12
4853,12816,4
4854,12817,5
4855,12817,12
4856,12817,4
4857,12818,5
4858,12818,12
4859,12818,17
4860,12818,4
4861,12819,5
4862,12819,12
4863,12819,17
4864,12820,5
4865,12820,12
4866,12820,4
4867,12821,5
4868,12821,12
4869,12821,4
4870,12822,5
4871,12822,12
4872,12822,4
4873,12823,5
4874,12824,5
4875,12827,5
4876,12827,4
4877,12828,5
4878,12828,12
4879,12828,4
4880,12829,5
4881,12829,12
4882,12830,5
4883,12830,4
4884,12831,5
4885,12831,4
4886,12832,5
4887,12832,12
4888,12832,17
4889,12832,4
4890,12833,5
4891,12836,5
4892,12836,4
4893,12837,5
4894,12837,12
4895,12837,4
4896,12838,5
4897,12838,12
4898,12838,4
4899,12839,5
4900,12839,12
4901,12839,4
4902,12840,4
4903,12841,5
4904,12841,12
4905,12841,4
4906,12842,5
4907,12842,4
4908,12843,4
4909,12845,5
4910,12845,4
4911,12846,5
4912,12848,5
4913,12848,12
4914,12848,4
4915,12849,5
4916,12849,12
4917,12849,4
4918,12850,5
4919,12850,12
4920,12850,17
4921,12850,4
4922,12851,5
4923,12852,5
4924,12852,4
4925,12853,13
4926,12853,5
4927,12853,12
4928,12853,17
4929,12853,4
4930,12854,5
4931,12854,12
4932,12854,4
4933,12855,5
4934,12855,12
4935,12855,4
4936,12856,5
4937,12857,5
4938,12857,12
4939,12857,4
4940,12860,4
4941,12861,5
4942,12861,4
4943,12864,5
4944,12864,17
4945,12864,4
4946,12865,5
4947,12865,4
4948,12866,13
4949,12866,5
4950,12866,12
4951,12866,17
4952,12866,4
4953,12867,13
4954,12867,12
4955,12867,17
4956,12867,4
4957,12868,5
4958,12868,4
4959,12869,5
4960,12869,17
4961,12869,4
4962,12870,13
4963,12870,5
4964,12870,12
4965,12870,4
4966,12871,5
4967,12871,4
4968,12872,5
4969,12872,17
4970,12872,4
4971,12873,5
4972,12873,4
4973,12874,5
4974,12874,12
4975,12874,17
4976,12874,4
4977,12875,13
4978,12875,12
4979,12876,13
4980,12876,5
4981,12876,12
4982,12876,4
4983,12877,12
4984,12877,4
4985,12879,13
4986,12879,12
4987,12879,4
4988,12880,5
4989,12880,4
4990,12881,13
4991,12882,5
4992,12882,17
4993,12882,4
4994,12883,5
4995,12883,4
4996,12884,13
4997,12884,12
4998,12884,4
4999,12885,13
5000,12885,5
5001,12885,12
5002,12885,4
5003,12887,13
5004,12887,5
5005,12887,12
5006,12887,4
5007,12888,5
5008,12888,4
5009,12889,13
5010,12889,5
5011,12889,12
5012,12889,4
5013,12890,5
5014,12890,4
5015,12891,13
5016,12891,5
5017,12891,12
5018,12891,4
5019,12892,12
5020,12893,5
5021,12893,12
5022,12893,17
5023,12893,4
5024,12894,5
5025,12894,4
5026,12895,12
5027,12895,4
5028,12896,5
5029,12896,4
5030,12897,5
5031,12897,4
5032,12898,5
5033,12898,12
5034,12898,4
5035,12899,5
5036,12899,12
5037,12899,4
5038,12900,13
5039,12900,12
5040,12901,12
5041,12902,5
5042,12902,4
5043,12903,5
5044,12903,4
5045,12904,13
5046,12904,5
5047,12904,12
5048,12904,4
5049,12905,13
5050,12905,5
5051,12905,12
5052,12905,17
5053,12905,4
5054,12906,12
5055,12907,13
5056,12907,12
5057,12907,17
5058,12908,5
5059,12908,4
5060,12910,13
5061,12910,5
5062,12910,12
5063,12910,4
5064,12911,13
5065,12911,5
5066,12911,12
5067,12911,4
5068,12912,13
5069,12912,5
5070,12912,12
5071,12912,4
5072,12913,13
5073,12913,5
5074,12913,12
5075,12913,4
5076,12914,5
5077,12914,4
5078,12915,5
5079,12915,4
5080,12916,12
5081,12917,5
5082,12917,12
5083,12917,4
5084,12918,5
5085,12918,12
5086,12918,17
5087,12918,4
5088,12919,4
5089,12920,13
5090,12920,5
5091,12920,12
5092,12920,4
5093,12921,5
5094,12921,17
5095,12921,4
5096,12922,5
5097,12922,4
5098,12923,5
5099,12923,4
5100,12924,5
5101,12924,4
5102,12925,5
5103,12925,4
5104,12926,5
5105,12926,4
5106,12927,5
5107,12927,4
5108,12928,5
5109,12928,4
5110,12929,13
5111,12929,12
5112,12930,5
5113,12930,4
5114,12931,13
5115,12931,5
5116,12931,12
5117,12931,4
5118,12932,5
5119,12932,12
5120,12932,4
5121,12933,5
5122,12933,17
5123,12933,4
5124,12934,13
5125,12934,5
5126,12934,12
5127,12934,4
5128,12935,13
5129,12935,5
5130,12935,12
5131,12935,4
5132,12936,5
5133,12936,17
5134,12936,4
5135,12939,13
5136,12939,12
5137,12940,13
5138,12940,12
5139,12941,5
5140,12941,12
5141,12941,4
5142,12942,13
5143,12942,5
5144,12942,12
5145,12942,17
5146,12942,4
5147,12943,5
5148,12943,4
5149,12944,5
5150,12944,17
5151,12944,4
5152,12945,5
5153,12945,12
5154,12945,4
5155,12946,5
5156,12946,4
5157,12947,13
5158,12947,5
5159,12947,12
5160,12947,4
5161,12948,13
5162,12948,12
5163,12949,5
5164,12949,4
5165,12950,13
5166,12950,12
5167,12950,17
5168,12950,4
5169,12951,5
5170,12951,12
5171,12951,4
5172,12952,5
5173,12952,4
5174,12953,5
5175,12953,12
5176,12953,4
5177,12954,5
5178,12954,12
5179,12954,4
5180,12955,5
5181,12955,4
5182,12956,5
5183,12956,12
5184,12956,4
5185,12957,12
5186,12958,5
5187,12958,4
5188,12959,5
5189,12959,4
5190,12960,5
5191,12960,4
5192,12962,5
5193,12962,4
5194,12963,13
5195,12963,5
5196,12963,12
5197,12963,4
5198,12965,5
5199,12965,4
5200,12966,5
5201,12966,4
5202,12967,5
5203,12967,4
5204,12968,5
5205,12968,12
5206,12968,4
5207,12969,5
5208,12969,4
5209,12970,12
5210,12971,5
5211,12971,4
5212,12972,13
5213,12972,5
5214,12972,12
5215,12972,4
5216,12973,13
5217,12973,12
5218,12974,13
5219,12974,5
5220,12974,12
5221,12974,4
5222,12975,5
5223,12975,12
5224,12975,4
5225,12976,5
5226,12976,12
5227,12976,4
5228,12977,5
5229,12977,12
